,id,username,first_name,last_name,full_name,description,verified,city,country_code,followers_count,followings_count,comments_count,track_count,avatar_url,groups_count,playlist_count,reposts_count,last_modified,created_at
1371,2281203,DJ Quix,Gilbert,Sosa,Gilbert Sosa,None,None,New York,US,3224,188,2,12,https://i1.sndcdn.com/avatars-87oHgsGFAExPkiRX-vWrmWQ-large.jpg,None,None,None,2021-04-21T22:57:06Z,2010-11-30T17:45:16Z
1372,1580653,Dread Mar I - Oficial,Dread Mar I,Oficial,Dread Mar I Oficial,"Dread Mar I, el referente indiscutido del nuevo sonido del Reggae Roots y Lover. Además de cautivar con su voz a los amantes del reggae pero también al público en general y de contar con composiciones dulces, armónicas, emotivas y prolijas, ocurre con este artista algo digno de destacar. Manteniéndose fiel a su línea de artista independiente, desde que inició su camino como solista han pasado ya 7 años y 6 discos (Jah Guia, Hermanos, Amor-es, Vivi en do, Tranquilo y Transparente); durante todo este tiempo Dread Mar I no ha parado de crecer y cosechar seguidores a su paso, además de confirmar la reelevancia de su música llevando a realizar presentaciones con locales sold out en toda la Argentina, y girar por Brasil, México, Venezuela, Costa Rica, Perú, Uruguay, Jamaica, Ecuador, Guatemala, y varios países más.
El mérito de haber recorrido este camino solo, dicen, es una de las más grandes recompensas y uno de los mejores modos que tiene un artista para hablar de sí mismo, crecer y lograr valoración y reconocimiento gracias al ""boca en boca"" es una característica excepcional que, sumada a los atributos artísticos, hacen que hoy por hoy Dread Mar I sea uno de los músicos más relevantes de la escena de los últimos años.
El primer clip de “Transparente”, pertenece al tema “Buscar en Jah” y ya está rotando en las radios y los principales canales de música de todo el país.

El segundo corte de difusión, hoy sonando en las radios y principales cadenas musicales de television, es “Eso lo se muy bien…”

Para el 2013, a Dread Mar I le espera un año cargado de shows, en su mayoría en el exterior del país, donde ya estan confirmadas su presencia en dos de los festivales mas importantes de latinoamérica como es el Lollapalooza a realizarse en Chile y el Vive Latino en México.
",True,Buenos Aires,AR,39117,4,1,181,https://i1.sndcdn.com/avatars-000001640817-std5co-large.jpg,None,11,None,2020-11-18T17:47:45Z,2010-08-26T01:58:54Z
1373,199374124,HUB Records,None,None,None,"Send demos to:
demos@hubrecords.com.br",True,None,None,96006,198,205,464,https://i1.sndcdn.com/avatars-8hzLp5yZ4t1n7uS1-Noz76g-large.jpg,None,25,None,2021-10-15T15:51:19Z,2016-01-13T22:16:50Z
1374,1330913,Rebelution,None,None,None,"Founded in Isla Vista, CA, Rebelution has followed their instincts since the release of their breakout 2007 debut, Courage To Grow. In 2009, the band topped the Billboard Reggae Chart for the first of what would be five consecutive #1 records; and in 2017, they garnered a GRAMMY nomination for Best Reggae Album. Rebelution’s transcendent live performances, meanwhile, have earned the group sell-out headline shows everywhere from Red Rocks to The Greek Theatre along with festival slots at Bonnaroo, Lollapalooza, ACL, Glastonbury, and more. Their new album, In The Moment, is deliberate and wide-ranging, infusing the quartet’s soulful, exhilarating brand of modern reggae with addictive pop hooks, alt-rock grit, and hip-hop grooves. The performances here are bold and self-assured, and the production is equally ambitious, drawing on swirling reverb and trippy delay to create an immersive sonic universe that’s both futuristic and vintage.",True,Santa Barbara,US,283985,None,None,224,https://i1.sndcdn.com/avatars-dBy6PmwzixkZrpWP-87U4Lg-large.jpg,None,19,None,2021-10-05T18:13:43Z,2010-07-14T19:57:18Z
1375,26414598,Savege Sound,Selector ,Modah Hype,Selector  Modah Hype,"Selecta Modah Hype the baddest ting outta France. Di whole place a seh Savege !
http://twitter.com/SavegeSound http://facebook.com/savegesound",None,France / Japan / Caribbean,None,611,133,45,16,https://i1.sndcdn.com/avatars-WoFs9SZJ7PRY3CrT-vmiOPg-large.jpg,None,4,None,2021-08-30T18:31:16Z,2012-10-18T17:20:06Z
1376,639606,Tribal Seeds,None,None,None,"With heavy influence from Bob Marley, Steel Pulse, and Midnite, Tribal Seeds brings a refreshing rock vibe to the roots style, reggae music. Spiritually driven and musically talented, Tribal Seeds have created an art form for rebel music enthusiasts! They bring an authentic sound that reaches a broad demographic and an energy that gets crowds moving to their infectious rhythms. Two brothers both raised playing instruments since early childhood in San Diego, head the group. The lead singer Steven writes the lyrics for the group. His brother Tony-Ray along with the band produces all their music. They have toured throughout the U.S. as well as Mexico, Guam, Aruba &amp; Hawaii, and have shared the stage with such artists as, Matisyahu, The Wailers, Stephen Marley, Gregory Issacs, SOJA, Rebelution, and many more.",True,San Diego,US,34734,19,None,87,https://i1.sndcdn.com/avatars-000759953557-6b3j3p-large.jpg,None,9,None,2021-08-06T04:45:33Z,2010-02-19T07:44:26Z
1377,4524219,SOJAmusic,SOJA,None,SOJA,Official #SOJA SoundCloud • New album 'Beauty in the Silence' coming Sept. 24th!! Pre-Save at http://www.sojamusic.com/,True,"Arlington, VA",US,121547,2,None,238,https://i1.sndcdn.com/avatars-WjRMMuMsQ1NeOR84-lVunMQ-large.jpg,None,29,None,2021-09-24T12:47:29Z,2011-05-04T17:59:17Z
1378,7360236,RASTAHINÉ,NEAH,CC4,NEAH CC4,"▶️ 25,000,00+ Plays on Soundcloud
Insta: neah_.x
Snapchat: neahblondy",None,Melbourne,AU,17154,1748,None,51,https://i1.sndcdn.com/avatars-4vLLhjLMEx2j1Rk9-AyUygg-large.jpg,None,None,None,2021-08-14T08:46:30Z,2011-09-13T08:27:30Z
1379,7435308,ONE  DROP,One,Drop,One Drop,"One Drop We make music to fall in love to. Tune in to One Drop on Pandora, iTunes, Spotify, Google Play and more. www.onedropreggae.com",None,San Diego,US,2611,None,None,30,https://i1.sndcdn.com/avatars-000006304973-zaxwur-large.jpg,None,None,None,2020-02-25T16:52:41Z,2011-09-16T14:25:02Z
1380,14131655,Jerrel Kool J,Jerrel,Kool J,Jerrel Kool J,None,None,None,None,921,None,None,1,https://i1.sndcdn.com/avatars-000012346210-lmnsrz-large.jpg,None,None,None,2016-04-22T11:43:27Z,2012-03-24T20:16:33Z
1381,4524219,SOJAmusic,SOJA,None,SOJA,Official #SOJA SoundCloud • New album 'Beauty in the Silence' coming Sept. 24th!! Pre-Save at http://www.sojamusic.com/,True,"Arlington, VA",US,121547,2,None,238,https://i1.sndcdn.com/avatars-WjRMMuMsQ1NeOR84-lVunMQ-large.jpg,None,29,None,2021-09-24T12:47:29Z,2011-05-04T17:59:17Z
1382,101245748,Tryptology,None,None,None,"Greetings Human-kind💙 Born in 2012 Tryptology formerly called Relentless has spontaneously emerged from consciousness to share the some High Vibes. Tryptology is about numerous topics which are linked to the global awakening process. It travels beyond times and dimensions. Music, Art, Knowledge, Philosophies, Consciousness, Nature, Life..Co-Naissance💙🙏

The Moom is ➡️🙏💚🔵💚🙏⬅️",None,O,FR,5942,990,26,54,https://i1.sndcdn.com/avatars-51Fzvsnc5et6GAdS-R1kubg-large.jpg,None,9,None,2021-09-14T16:05:26Z,2014-06-22T16:13:11Z
1383,1330913,Rebelution,None,None,None,"Founded in Isla Vista, CA, Rebelution has followed their instincts since the release of their breakout 2007 debut, Courage To Grow. In 2009, the band topped the Billboard Reggae Chart for the first of what would be five consecutive #1 records; and in 2017, they garnered a GRAMMY nomination for Best Reggae Album. Rebelution’s transcendent live performances, meanwhile, have earned the group sell-out headline shows everywhere from Red Rocks to The Greek Theatre along with festival slots at Bonnaroo, Lollapalooza, ACL, Glastonbury, and more. Their new album, In The Moment, is deliberate and wide-ranging, infusing the quartet’s soulful, exhilarating brand of modern reggae with addictive pop hooks, alt-rock grit, and hip-hop grooves. The performances here are bold and self-assured, and the production is equally ambitious, drawing on swirling reverb and trippy delay to create an immersive sonic universe that’s both futuristic and vintage.",True,Santa Barbara,US,283985,None,None,224,https://i1.sndcdn.com/avatars-dBy6PmwzixkZrpWP-87U4Lg-large.jpg,None,19,None,2021-10-05T18:13:43Z,2010-07-14T19:57:18Z
1384,13447571,Docta Rythm Selecta,None,None,None,None,None,San Jose,CR,18784,1385,313,47,https://i1.sndcdn.com/avatars-000320787384-how2uh-large.jpg,None,3,None,2021-10-06T01:58:45Z,2012-03-11T09:37:19Z
1385,130883237,Restricted Zone,Restricted ,Zone,Restricted  Zone,"https://avlzone.com/
http://iamrestrictedzone.com/",None,New York,US,3503,None,None,26,https://i1.sndcdn.com/avatars-pqvwnOaswkjA1Q3H-xyq1vQ-large.jpg,None,1,None,2021-02-23T01:03:18Z,2015-01-02T03:51:45Z
1386,2128143,Stick Figure,None,None,None,"With a calming air of production prowess, Stick Figure is back with his newest album, World on Fire, released on August 30th, 2019. As with his previous releases, World on Fire was written, produced and recorded by Woodruff, a self-taught musician, this time at Stick Figure-owned Great Stone Studios in Oakland, CA, former home of Green Day. World on Fire is Stick Figure’s seventh album, and debuted as Billboard's #1 Independent Album (w/ SEA & TEA), #1 Reggae album, #4 Digital Album, #5 New Albums, #5 Daily Building Album, #6 Top Albums, #6 Current Albums, #8 Top Albums (w/ TEA) and #34 Top 200. The album went on to be the #1 selling reggae album of 2019 (Billboard) and has to date sold over 100,000 copies (w/ TEA & SEA, Nielsen). An intuitive and accomplished producer, Woodruff crafts authentic artistry from the foundation of roots-dub reggae, featuring cavernous grooves, sparkling electronic orchestration, and thick rhythms. His songs and sounds have evolved throughout time while staying true to his signature sound. World on Fire is undoubtedly Stick Figure’s best production to date, and the attention to detail throughout the album’s almost seventy minutes creates a top-notch sonic experience. Inside the historic studio, Stick Figure band member Johnny Cosmic, an accomplished producer in his own right, teams up with Woodruff to mix and master each track. When completed, a brotherhood of hard-jamming musicians delivers this widescreen soundtrack in concert performances of consciousness-altering emancipation. Preceding World on Fire, Stick Figure has released six albums, all recorded solo, with Woodruff laying down the tracks one by one. The current live band line-up features Kevin Bong (KBong) on keyboards, Kevin Offitzer on drums, bassist Tommy Suliman and Johnny Cosmic on guitar, keyboards, and backing vocals, with Scott upfront on guitar and vocals. Stick Figure concerts are gatherings distinguished by audience sing-alongs, hard hitting bass, extended improvisational interludes, the mind-manifesting hues of a light show, and the much-anticipated entrance of the band’s canine mascot, a rescued Australian Shepherd, Cocoa The Tour Dog, who has her own 501(c)3 charity and her own beer collaboration, the aptly named Cocoanut IPA. The show becomes a family gathering that spans across age and demographic, coming together for good vibes and musicAt a time that reggae is reaching new heights of popularity, the release of World on Fire signifies a coronation of sorts. There is no question that Woodruff’s distinct melodic subgenre has been solidified atop the scene’s pantheon.",True,California,None,65569,65,6,160,https://i1.sndcdn.com/avatars-4lTYVnNDffg2kt56-zZSmBQ-large.jpg,None,16,None,2021-08-13T04:03:29Z,2010-11-12T02:30:49Z
1387,25965074,Onelovesindigo,Indigo,Ma'at,Indigo Ma'at,"Peace, love, and pictures.",None,Miami,US,373,39,40,4,https://i1.sndcdn.com/avatars-000276384747-watyyw-large.jpg,None,8,None,2019-03-28T14:33:57Z,2012-10-12T02:11:03Z
1388,8620867,DJ Lamonnz (GBROOKE),Romayyne,Isaaka,Romayyne Isaaka,"Currently In Te Atatu South,
West Auckland NZ
Mobile DJ - Club DJ
Leave Feedback of Any Kind
I wont take any Offence :)
For Bookings ETC 
Add Me On Facebook http://www.facebook.com/#!/romayne.isaaka",None,West Auckland (Te Atatu South),NZ,14849,37,135,37,https://i1.sndcdn.com/avatars-000306778863-erwb6e-large.jpg,None,None,None,2021-07-15T05:32:02Z,2011-11-03T09:13:19Z
1389,1436102,Pacific Dub,Pacific ,Dub,Pacific  Dub,"Coming from Surf City USA, Pacific Dub resides in Huntington Beach which is nestled nicely in southern California’s Orange County. Other bands such as Korn, The Offspring, Avenged Sevenfold, and The Dirty Heads all have members that call this surfer’s paradise home.

Combining catchy choruses, heavy rock n’ roll guitar melodies, and smooth hip-hop and reggae rhythms are all significant characteristics that add to Pacific Dub’s coastal vibe, and genuine objective of creating innovative alternative-rock-reggae while sharing a message of love and peace.

From the entire Pacific Dub family, we thank you for your continued support, and look forward to releasing new music, and seeing you at a show soon.

- Pacific Dub",None,Huntington Beach,US,4819,None,None,55,https://i1.sndcdn.com/avatars-OF8j7afwlu1q4lrY-Fk2y3A-large.jpg,None,3,None,2021-06-11T15:18:35Z,2010-08-02T06:46:21Z
1390,455615,ParisDJs,Paris,DJs,Paris DJs,"Paris-based production team (Djouls, Grant Phabao, Loik Dury & Ben Hito) featuring guest vocalists, musicians, deejays, graphic/web designers and writers",None,Paris,FR,8403,1383,71,40,https://i1.sndcdn.com/avatars-000007076013-qb1oma-large.jpg,None,52,None,2018-08-21T18:38:38Z,2009-12-17T13:47:12Z
1391,148689663,Troublemekka Music,None,None,None,"Jamaican Producer & Writer
Follow me @troublemekkahcr on instagram and twitter...

",None,Kingston,JM,491,6,None,15,https://i1.sndcdn.com/avatars-000314360085-r1pkqw-large.jpg,None,1,None,2021-07-15T04:40:01Z,2015-04-18T08:55:50Z
1392,1902034,James Alger,James,Alger,James Alger,None,None,San Diego,US,137,None,None,15,https://i1.sndcdn.com/avatars-000001868934-7pyxcp-large.jpg,None,None,None,2010-10-13T02:52:54Z,2010-10-13T02:51:17Z
1393,16608,Muti Music,Muti Music,None,Muti Music,"contact/submissions/press inquiries: label@mutimusic.com  

Curator: https://soundcloud.com/dov1

Muti  Music = Medicine Music.
In South African English, the word ""muti"" is derived from the Zulu/Xhosa word umuthi, meaning ""tree,"" whose root is -thi. In Southern Africa, ""muti"" and cognates of umuthi are in widespread use in most indigenous African languages as well as in South African English and Afrikaans, which sometimes use ""muti"" as a slang word for medicine in general, or even as a term for 'good luck'.

Muti Music has been pushing all things bass music related since its founding by Dov1 in  2002.",True,San Francisco,US,21691,972,164,702,https://i1.sndcdn.com/avatars-000124959279-60wtg9-large.jpg,None,172,None,2021-10-21T23:28:53Z,2008-10-04T02:17:00Z
1394,882468,Michael Prado,None,None,None,"Listen my new remix for Vandelux!
michaelprado.fanlink.to/knowsome-rmx

Bookings

- Europe
info@michaelprado.com
- Asia
maggie@scentertainment.asia
- South America
thalita@livetalentos.com.br",None,Milan,IT,6121,812,349,46,https://a1.sndcdn.com/images/default_avatar_large.png,None,10,None,2021-08-25T19:48:35Z,2010-04-18T16:48:30Z
1395,2427644,UCL,None,None,None,"UCL (University College London) is consistently ranked among the world's top universities. Our excellence extends across all academic disciplines, from one of the world's foremost centres for research and teaching in the biological sciences to world-renowned centres for architecture (UCL Bartlett), education (UCL Institute of Education) and fine art (UCL Slade School).

UCL is London's leading multidisciplinary university, with more than 13,000 staff and 38,000 students from 150 different countries. Founded in 1826 in the heart of London, UCL was the first university in England to welcome students of any religion and the first to welcome women on equal terms with men.

UCL Minds brings together UCL’s knowledge, insights, and ideas through events, activities, and digital content open to everyone. Find out what’s on UCL Minds: www.ucl.ac.uk/minds",True,London,GB,533441,80,42,841,https://i1.sndcdn.com/avatars-000631269843-n7whpt-large.jpg,None,98,None,2021-08-10T16:15:09Z,2010-12-16T11:11:22Z
1396,22327601,DW Deutsch lernen,Kostenlos Deutsch lernen,mit der DW,Kostenlos Deutsch lernen mit der DW,"DW's individualized German language learning materials can help you to improve your skills with a host of fun and free materials for all levels. dw.com/germancourses 

We welcome posts in English and German. However, DW will delete and/or report any content that constitutes hateful, threatening, pornographic or harrassing material. Please respect our netiquette: http://bit.ly/b3Ui11 
Legal Notice: http://www.dw.com/dw/article/0,,15718489,00.html",None,Bonn,DE,591479,7,4,5202,https://i1.sndcdn.com/avatars-000709704055-tbndef-large.jpg,None,4,None,2020-06-10T12:36:21Z,2012-08-17T14:10:29Z
1397,67793860,Motivation Days,Motivation,Days,Motivation Days,"Motivation Days :  Motivation Mp3 , Motivational Music , Inspirational Music",None,California,US,13693,None,None,26,https://i1.sndcdn.com/avatars-06rf309jFg1UNEQb-IKynHg-large.jpg,None,2,None,2020-11-27T20:08:06Z,2013-11-24T12:56:09Z
1398,41290084,MaggieDentAuthor,Maggie,Dent,Maggie Dent,"One of Australia's favourite parenting authors and host of the ABC podcast, Parental As Anything.",None,South Coast NSW,AU,817,2,2,37,https://i1.sndcdn.com/avatars-0uaA6CE3t0dARgem-brux7w-large.jpg,None,7,None,2021-03-02T01:26:56Z,2013-04-08T03:14:31Z
1399,51431909,WSTheEnglishWeSpeak,World Service,The English We Speak,World Service The English We Speak,"Make the English you speak sound more natural with The English We Speak from bbclearningenglish.com. Every week, we look at a different everyday English phrase or piece of slang in this fun three-minute programme.",True,London,None,405783,195,None,63,https://i1.sndcdn.com/avatars-000048165949-78abxh-large.jpg,None,None,None,2020-11-22T13:49:13Z,2013-07-17T17:06:30Z
1400,51431909,WSTheEnglishWeSpeak,World Service,The English We Speak,World Service The English We Speak,"Make the English you speak sound more natural with The English We Speak from bbclearningenglish.com. Every week, we look at a different everyday English phrase or piece of slang in this fun three-minute programme.",True,London,None,405783,195,None,63,https://i1.sndcdn.com/avatars-000048165949-78abxh-large.jpg,None,None,None,2020-11-22T13:49:13Z,2013-07-17T17:06:30Z
1401,14639193,MP3 Hypnose Gratuit,Institut Français,Hypnose Humaniste et Hypnose Ericks,Institut Français Hypnose Humaniste et Hypnose Ericks,None,None,Paris,FR,4487,11,7,132,https://i1.sndcdn.com/avatars-000012923471-sn1ktb-large.jpg,None,25,None,2020-09-24T16:13:32Z,2012-04-03T18:18:04Z
1402,51431909,WSTheEnglishWeSpeak,World Service,The English We Speak,World Service The English We Speak,"Make the English you speak sound more natural with The English We Speak from bbclearningenglish.com. Every week, we look at a different everyday English phrase or piece of slang in this fun three-minute programme.",True,London,None,405783,195,None,63,https://i1.sndcdn.com/avatars-000048165949-78abxh-large.jpg,None,None,None,2020-11-22T13:49:13Z,2013-07-17T17:06:30Z
1403,31740038,TalkToMeInKorean,None,None,None,None,None,None,None,52982,None,5,709,https://i1.sndcdn.com/avatars-000647543433-om5mjn-large.jpg,None,46,None,2020-12-15T01:39:44Z,2013-01-02T08:32:11Z
1404,4290869,Philosophy Talk,Philosophy,Talk,Philosophy Talk,"""The program that questions everything -- except your intelligence.""

Philosophy on the radio? You've got to be kidding? Well, sometimes we do (kid, that is). Mostly we look at today's important ideas with an eye to thinking them through.

Philosophy Talk is a weekly, one-hour radio series. The hosts' down-to-earth and no-nonsense approach brings the richness of philosophic thought to everyday subjects. Topics are lofty (Truth, Beauty, Justice), arresting (Terrorism, Intelligent Design, Suicide), and engaging (Baseball, Love, Happiness).

This is not a lecture or a college course; it's philosophy in action!

Philosophy Talk is a fun opportunity to explore issues of importance to your audience in a thoughtful, friendly fashion, where thinking is encouraged.",None,San Francisco,US,39494,13,2,1312,https://i1.sndcdn.com/avatars-C7thlTKZHee1lrAh-MTCYsw-large.jpg,None,41,None,2021-09-16T19:18:30Z,2011-04-20T20:24:29Z
1405,31740038,TalkToMeInKorean,None,None,None,None,None,None,None,52982,None,5,709,https://i1.sndcdn.com/avatars-000647543433-om5mjn-large.jpg,None,46,None,2020-12-15T01:39:44Z,2013-01-02T08:32:11Z
1406,2427644,UCL,None,None,None,"UCL (University College London) is consistently ranked among the world's top universities. Our excellence extends across all academic disciplines, from one of the world's foremost centres for research and teaching in the biological sciences to world-renowned centres for architecture (UCL Bartlett), education (UCL Institute of Education) and fine art (UCL Slade School).

UCL is London's leading multidisciplinary university, with more than 13,000 staff and 38,000 students from 150 different countries. Founded in 1826 in the heart of London, UCL was the first university in England to welcome students of any religion and the first to welcome women on equal terms with men.

UCL Minds brings together UCL’s knowledge, insights, and ideas through events, activities, and digital content open to everyone. Find out what’s on UCL Minds: www.ucl.ac.uk/minds",True,London,GB,533441,80,42,841,https://i1.sndcdn.com/avatars-000631269843-n7whpt-large.jpg,None,98,None,2021-08-10T16:15:09Z,2010-12-16T11:11:22Z
1407,31740038,TalkToMeInKorean,None,None,None,None,None,None,None,52982,None,5,709,https://i1.sndcdn.com/avatars-000647543433-om5mjn-large.jpg,None,46,None,2020-12-15T01:39:44Z,2013-01-02T08:32:11Z
1408,31740038,TalkToMeInKorean,None,None,None,None,None,None,None,52982,None,5,709,https://i1.sndcdn.com/avatars-000647543433-om5mjn-large.jpg,None,46,None,2020-12-15T01:39:44Z,2013-01-02T08:32:11Z
1409,2427644,UCL,None,None,None,"UCL (University College London) is consistently ranked among the world's top universities. Our excellence extends across all academic disciplines, from one of the world's foremost centres for research and teaching in the biological sciences to world-renowned centres for architecture (UCL Bartlett), education (UCL Institute of Education) and fine art (UCL Slade School).

UCL is London's leading multidisciplinary university, with more than 13,000 staff and 38,000 students from 150 different countries. Founded in 1826 in the heart of London, UCL was the first university in England to welcome students of any religion and the first to welcome women on equal terms with men.

UCL Minds brings together UCL’s knowledge, insights, and ideas through events, activities, and digital content open to everyone. Find out what’s on UCL Minds: www.ucl.ac.uk/minds",True,London,GB,533441,80,42,841,https://i1.sndcdn.com/avatars-000631269843-n7whpt-large.jpg,None,98,None,2021-08-10T16:15:09Z,2010-12-16T11:11:22Z
1410,31740038,TalkToMeInKorean,None,None,None,None,None,None,None,52982,None,5,709,https://i1.sndcdn.com/avatars-000647543433-om5mjn-large.jpg,None,46,None,2020-12-15T01:39:44Z,2013-01-02T08:32:11Z
1411,22327601,DW Deutsch lernen,Kostenlos Deutsch lernen,mit der DW,Kostenlos Deutsch lernen mit der DW,"DW's individualized German language learning materials can help you to improve your skills with a host of fun and free materials for all levels. dw.com/germancourses 

We welcome posts in English and German. However, DW will delete and/or report any content that constitutes hateful, threatening, pornographic or harrassing material. Please respect our netiquette: http://bit.ly/b3Ui11 
Legal Notice: http://www.dw.com/dw/article/0,,15718489,00.html",None,Bonn,DE,591479,7,4,5202,https://i1.sndcdn.com/avatars-000709704055-tbndef-large.jpg,None,4,None,2020-06-10T12:36:21Z,2012-08-17T14:10:29Z
1412,31740038,TalkToMeInKorean,None,None,None,None,None,None,None,52982,None,5,709,https://i1.sndcdn.com/avatars-000647543433-om5mjn-large.jpg,None,46,None,2020-12-15T01:39:44Z,2013-01-02T08:32:11Z
1413,50002953,The BBC Academy podcast,BBC ,Academy,BBC  Academy,"Training the media industry today, upskilling it for tomorrow. Essential listening for the broadcast production, journalism and technology communities, from editorial and craft skills to taking your next step in the industry. You can get involved in the podcast discussion using the #academycast. This podcast was formerly the CoP Show.",None,Birmingham,GB,357401,220,120,7,https://i1.sndcdn.com/avatars-000222350696-64htbh-large.jpg,None,13,None,2019-10-01T00:00:40Z,2013-07-03T10:15:01Z
1414,31740038,TalkToMeInKorean,None,None,None,None,None,None,None,52982,None,5,709,https://i1.sndcdn.com/avatars-000647543433-om5mjn-large.jpg,None,46,None,2020-12-15T01:39:44Z,2013-01-02T08:32:11Z
1415,31740038,TalkToMeInKorean,None,None,None,None,None,None,None,52982,None,5,709,https://i1.sndcdn.com/avatars-000647543433-om5mjn-large.jpg,None,46,None,2020-12-15T01:39:44Z,2013-01-02T08:32:11Z
1416,69623225,Brendon Burchard,None,None,None,"Brendon Burchard is the #1 New York Times bestselling author of THE MILLIONAIRE MESSENGER, THE CHARGE, and LIFE'S GOLDEN TICKET. Larry King named him ""one of the top motivation and marketing trainers in the world."" His podcast, ""The Charged Life with Brendon Burchard,"" premiered at #1 in all of iTunes.",None,None,None,9235,13,2,43,https://i1.sndcdn.com/avatars-000063311876-x87dy8-large.jpg,None,1,None,2017-11-01T16:21:53Z,2013-12-08T14:35:46Z
1417,55573183,DailyEnglish,None,None,None,None,None,None,None,1294,19,None,18,https://i1.sndcdn.com/avatars-000137980192-o9l4p0-large.jpg,None,None,None,2015-03-27T14:20:05Z,2013-08-24T16:12:54Z
1418,55573183,DailyEnglish,None,None,None,None,None,None,None,1294,19,None,18,https://i1.sndcdn.com/avatars-000137980192-o9l4p0-large.jpg,None,None,None,2015-03-27T14:20:05Z,2013-08-24T16:12:54Z
1419,18258349,Harvard University,Harvard,University,Harvard University,"Harvard University's SoundCloud channel shares audio content about life and learning that takes place here on campus and around the world.

Harvard is devoted to excellence in teaching, learning, and research, and to developing leaders in many disciplines who make a difference globally. The University has twelve degree-granting Schools in addition to the Radcliffe Institute for Advanced Study.

Based in Cambridge and Boston, Massachusetts, Harvard has an enrollment of over 20,000 degree candidates, including undergraduate, graduate, and professional students. Harvard has more than 370,000 alumni around the world.

All content copyrighted 2018 by the President and Fellows of Harvard College",True,Cambridge,US,374564,4,None,3830,https://i1.sndcdn.com/avatars-000017019436-saukzg-large.jpg,None,84,None,2020-11-22T13:17:44Z,2012-06-07T16:43:00Z
1420,67793860,Motivation Days,Motivation,Days,Motivation Days,"Motivation Days :  Motivation Mp3 , Motivational Music , Inspirational Music",None,California,US,13693,None,None,26,https://i1.sndcdn.com/avatars-06rf309jFg1UNEQb-IKynHg-large.jpg,None,2,None,2020-11-27T20:08:06Z,2013-11-24T12:56:09Z
1421,67793860,Motivation Days,Motivation,Days,Motivation Days,"Motivation Days :  Motivation Mp3 , Motivational Music , Inspirational Music",None,California,US,13693,None,None,26,https://i1.sndcdn.com/avatars-06rf309jFg1UNEQb-IKynHg-large.jpg,None,2,None,2020-11-27T20:08:06Z,2013-11-24T12:56:09Z
1422,31740038,TalkToMeInKorean,None,None,None,None,None,None,None,52982,None,5,709,https://i1.sndcdn.com/avatars-000647543433-om5mjn-large.jpg,None,46,None,2020-12-15T01:39:44Z,2013-01-02T08:32:11Z
1423,31740038,TalkToMeInKorean,None,None,None,None,None,None,None,52982,None,5,709,https://i1.sndcdn.com/avatars-000647543433-om5mjn-large.jpg,None,46,None,2020-12-15T01:39:44Z,2013-01-02T08:32:11Z
1424,31740038,TalkToMeInKorean,None,None,None,None,None,None,None,52982,None,5,709,https://i1.sndcdn.com/avatars-000647543433-om5mjn-large.jpg,None,46,None,2020-12-15T01:39:44Z,2013-01-02T08:32:11Z
1425,4135366,Lewis Howes,Lewis,Howes,Lewis Howes,"Lewis Howes is a NYT bestselling author, Lifestyle Entrepreneur, former pro athlete and world record holder in football. The goal of the School of Greatness is to share inspiring stories from the most brilliant business minds, world class athletes and influential celebrities on the planet to help you find out what makes great people great.",True,Los Angeles ,US,447090,155,52,902,https://i1.sndcdn.com/avatars-000655998923-6a272j-large.jpg,None,2,None,2020-11-19T16:09:16Z,2011-04-11T20:19:21Z
1426,17286807,LSE Podcasts,London School of Economics and Poli,None,London School of Economics and Poli,"The London School of Economics and Political Science (LSE) is one of the foremost social science universities in the world.

LSE is a specialist university with an international intake and a global reach. Its research and teaching span the full breadth of the social sciences, from economics, politics and law to sociology, anthropology, accounting and finance. Founded in 1895 by Beatrice and Sidney Webb, the School has an outstanding reputation for academic excellence. LSE has 16 Nobel prize winners.

Set up to improve society and to ""understand the causes of things"", LSE has always put engagement with the wider world at the heart of its mission. From its location in the heart of London, the School links communities across the world, from formal academic partnerships to advisory work with governments and international organisations.",None,London,None,266132,5,None,3727,https://i1.sndcdn.com/avatars-000472626462-k27l2j-large.jpg,None,26,None,2021-07-06T12:27:27Z,2012-05-21T14:51:58Z
1427,21216486,LinguaLeo,Lingua,Leo,Lingua Leo,None,None,Moscow,RU,2058,1,None,4089,https://i1.sndcdn.com/avatars-Jusv1sHX6MAuAKUW-4zKMRg-large.jpg,None,216,None,2021-03-30T11:53:43Z,2012-07-31T05:56:41Z
1428,31740038,TalkToMeInKorean,None,None,None,None,None,None,None,52982,None,5,709,https://i1.sndcdn.com/avatars-000647543433-om5mjn-large.jpg,None,46,None,2020-12-15T01:39:44Z,2013-01-02T08:32:11Z
1429,55573183,DailyEnglish,None,None,None,None,None,None,None,1294,19,None,18,https://i1.sndcdn.com/avatars-000137980192-o9l4p0-large.jpg,None,None,None,2015-03-27T14:20:05Z,2013-08-24T16:12:54Z
1430,31740038,TalkToMeInKorean,None,None,None,None,None,None,None,52982,None,5,709,https://i1.sndcdn.com/avatars-000647543433-om5mjn-large.jpg,None,46,None,2020-12-15T01:39:44Z,2013-01-02T08:32:11Z
1431,31740038,TalkToMeInKorean,None,None,None,None,None,None,None,52982,None,5,709,https://i1.sndcdn.com/avatars-000647543433-om5mjn-large.jpg,None,46,None,2020-12-15T01:39:44Z,2013-01-02T08:32:11Z
